"token","freq","which"
"tuesday night",8,2
"tuesday that",3,2
"tuesday the",4,2
"tuesday through",2,2
"tuesday to",2,2
"tuesday when",3,2
"tuition and",2,2
"tuition at",2,2
"tumor was",2,2
"turkey and",2,2
"turn into",3,2
"turn on",3,2
"turn over",3,2
"turn some",2,2
"turned a",2,2
"turned down",2,2
"turned it",2,2
"turned out",3,2
"turned the",2,2
"turned to",2,2
"turned violent",2,2
"turner is",2,2
"turning the",3,2
"turnpike and",2,2
"turns out",5,2
"tv series",2,2
"twice a",2,2
"twice as",2,2
"twice in",5,2
"twin cities",2,2
"twin towers",2,2
"twitter and",2,2
"twitter followers",2,2
"two and",3,2
"two armed",2,2
"two boys",3,2
"two children",2,2
"two counts",3,2
"two days",6,2
"two decades",2,2
"two different",4,2
"two dozen",2,2
"two events",2,2
"two games",5,2
"two guys",2,2
"two hours",4,2
"two little",2,2
"two men",3,2
"two months",5,2
"two new",2,2
"two of",7,2
"two or",5,2
"two other",7,2
"two outs",2,2
"two rbis",2,2
"two seasons",4,2
"two state",3,2
"two teams",2,2
"two to",4,2
"two veterans",2,2
"two votes",2,2
"two weeks",17,2
"two were",2,2
"two years",23,2
"two young",2,2
"twothirds of",2,2
"twp lynn",2,2
"type and",2,2
"type of",11,2
"type that",2,2
"typically cannot",2,2
"u lehigh",2,2
"u mid",3,2
"u no",2,2
"u u",25,2
"uaw has",3,2
"ultimately the",2,2
"unable to",3,2
"unaware of",4,2
"unclear whether",2,2
"under a",5,2
"under and",2,2
"under contract",2,2
"under investigation",4,2
"under the",33,2
"understand how",3,2
"understand that",6,2
"understand the",4,2
"understand what",2,2
"understand why",4,2
"understanding of",4,2
"undertaken by",2,2
"unfortunately for",2,2
"unified school",2,2
"unions and",2,2
"unit and",2,2
"united continental",3,2
"united states",22,2
"university and",5,2
"university but",2,2
"university hospitals",3,2
"university in",6,2
"university law",2,2
"university of",27,2
"unless the",2,2
"unless you",2,2
"unlike most",3,2
"unlikely to",4,2
"unsuccessfully to",2,2
"until a",3,2
"until he",4,2
"until june",2,2
"until recently",3,2
"until she",2,2
"until the",22,2
"until they",3,2
"until when",2,2
"until you",5,2
"up a",14,2
"up and",31,2
"up another",2,2
"up as",4,2
"up at",10,2
"up by",3,2
"up during",3,2
"up for",13,2
"up from",7,2
"up his",4,2
"up in",22,2
"up more",5,2
"up of",6,2
"up on",13,2
"up one",3,2
"up percent",7,2
"up percentage",2,2
"up that",4,2
"up the",32,2
"up their",4,2
"up to",56,2
"up when",3,2
"up with",28,2
"up yards",2,2
"up your",2,2
"upfront about",2,2
"upgrade its",2,2
"upon the",2,2
"upper rack",2,2
"upset over",2,2
"upset that",3,2
"upside down",2,2
"urging the",2,2
"us a",2,2
"us all",4,2
"us and",11,2
"us are",3,2
"us army",2,2
"us at",3,2
"us attorney",3,2
"us attorney’s",2,2
"us citizen",2,2
"us department",3,2
"us district",7,2
"us environmental",4,2
"us fidelis",4,2
"us government",2,2
"us has",5,2
"us his",2,2
"us i",2,2
"us in",5,2
"us into",2,2
"us market",2,2
"us military",2,2
"us officials",2,2
"us open",2,2
"us out",2,2
"us rep",3,2
"us sen",3,2
"us supreme",2,2
"us that",2,2
"us to",10,2
"us troops",2,2
"us up",2,2
"us we",2,2
"us” said",2,2
"use a",8,2
"use and",2,2
"use by",3,2
"use cell",2,2
"use i",2,2
"use it",3,2
"use its",2,2
"use of",14,2
"use that",3,2
"use the",13,2
"use their",3,2
"use them",2,2
"use this",2,2
"use to",2,2
"used as",3,2
"used by",2,2
"used for",8,2
"used his",3,2
"used in",5,2
"used that",2,2
"used the",2,2
"used to",31,2
"uses a",3,2
"using a",6,2
"using the",10,2
"usually cost",2,2
"vacation in",2,2
"valley college",4,2
"valley conference",2,2
"valley in",2,2
"valley tennis",2,2
"value of",6,2
"valued at",5,2
"van pelt",2,2
"vanilla bean",2,2
"variety of",2,2
"veered off",2,2
"vegetable oil",2,2
"vehicle and",2,2
"vehicle in",2,2
"vehicles were",2,2
"venture capitalists",4,2
"vera farmiga",2,2
"verdict was",2,2
"verge of",2,2
"verizon wireless",2,2
"version of",4,2
"versions of",4,2
"very aggressive",2,2
"very awkward",2,2
"very big",3,2
"very closely",2,2
"very excited",2,2
"very far",2,2
"very few",2,2
"very fine",2,2
"very good",3,2
"very important",4,2
"very impressed",3,2
"very interesting",2,2
"very little",3,2
"very special",2,2
"very versatile",2,2
"very very",4,2
"very well",4,2
"very young",2,2
"veto the",2,2
"vice president",12,2
"victims and",2,2
"victims of",2,2
"victory at",3,2
"victory in",2,2
"victory over",4,2
"victory was",2,2
"video of",2,2
"video that",3,2
"video was",2,2
"view and",2,2
"view of",2,2
"viewed as",2,2
"views of",3,2
"village in",2,2
"vintage stores",2,2
"violation of",2,2
"violence a",2,2
"violence and",2,2
"virgin islands",2,2
"vision of",2,2
"visit a",2,2
"visit and",2,2
"visit to",2,2
"visit we",2,2
"visited a",2,2
"visited the",2,2
"vocal music",2,2
"voice that",2,2
"volunteer power",2,2
"volunteers are",4,2
"volunteers from",2,2
"vote by",2,2
"vote for",3,2
"vote in",2,2
"vote on",3,2
"voted against",2,2
"voted for",3,2
"voted to",4,2
"voters in",3,2
"voters to",2,2
"votes for",2,2
"votes on",4,2
"voting record",2,2
"vow to",2,2
"w —",2,2
"wait and",2,2
"wait for",5,2
"wait until",2,2
"waiting for",5,2
"waiting on",2,2
"waiting to",2,2
"waived million",2,2
"walden was",2,2
"walk a",3,2
"walk and",2,2
"walk from",2,2
"walk in",2,2
"walk through",2,2
"walked away",2,2
"walked in",2,2
"walker to",2,2
"walking through",2,2
"wall is",2,2
"wall of",5,2
"wall street",7,2
"wall township",2,2
"walls but",2,2
"walsh said",2,2
"want any",2,2
"want anyone",2,2
"want on",2,2
"want to",70,2
"want you",2,2
"want your",2,2
"wanted a",2,2
"wanted and",2,2
"wanted it",2,2
"wanted to",20,2
"wants more",2,2
"wants the",5,2
"wants to",17,2
"war and",4,2
"war ii",2,2
"war in",3,2
"warm up",2,2
"warning signs",2,2
"was a",92,2
"was able",11,2
"was about",3,2
"was against",2,2
"was all",2,2
"was already",2,2
"was also",12,2
"was always",2,2
"was an",8,2
"was and",2,2
"was angry",2,2
"was announced",3,2
"was appointed",3,2
"was around",2,2
"was arrested",13,2
"was based",2,2
"was because",2,2
"was being",8,2
"was booked",3,2
"was born",10,2
"was called",5,2
"was carried",2,2
"was charged",4,2
"was clear",4,2
"was closed",2,2
"was coming",3,2
"was completed",2,2
"was contact",2,2
"was convicted",3,2
"was created",5,2
"was critically",2,2
"was crushed",2,2
"was detained",3,2
"was determined",3,2
"was doing",3,2
"was done",4,2
"was driving",4,2
"was dubbed",2,2
"was elected",4,2
"was enough",3,2
"was essentially",2,2
"was excited",2,2
"was excused",2,2
"was expected",2,2
"was fatally",2,2
"was filed",3,2
"was for",4,2
"was found",5,2
"was getting",2,2
"was given",3,2
"was going",12,2
"was good",3,2
"was growing",2,2
"was happening",2,2
"was he",2,2
"was held",3,2
"was his",5,2
"was hit",4,2
"was honored",2,2
"was hoping",2,2
"was hurt",3,2
"was hurting",3,2
"was im",2,2
"was important",2,2
"was in",25,2
"was indicted",2,2
"was injured",4,2
"was introduced",2,2
"was involved",2,2
"was it",3,2
"was just",10,2
"was killed",3,2
"was known",2,2
"was last",2,2
"was later",2,2
"was leaving",2,2
"was like",4,2
"was limited",2,2
"was looking",3,2
"was made",4,2
"was making",4,2
"was merely",2,2
"was missing",2,2
"was more",5,2
"was much",3,2
"was my",5,2
"was named",2,2
"was never",4,2
"was no",7,2
"was not",30,2
"was on",8,2
"was once",2,2
"was one",10,2
"was only",4,2
"was out",2,2
"was over",3,2
"was paid",2,2
"was parked",2,2
"was particularly",2,2
"was placed",3,2
"was planning",2,2
"was pretty",2,2
"was probably",3,2
"was purchased",2,2
"was raised",2,2
"was real",2,2
"was released",3,2
"was reported",6,2
"was right",2,2
"was sacked",2,2
"was saying",2,2
"was second",2,2
"was set",2,2
"was shocked",2,2
"was shot",3,2
"was sitting",2,2
"was smashed",2,2
"was so",4,2
"was sold",3,2
"was some",3,2
"was something",3,2
"was spent",2,2
"was still",3,2
"was stopped",2,2
"was struck",2,2
"was struggling",2,2
"was suffering",2,2
"was supposed",2,2
"was surprised",2,2
"was suspended",2,2
"was taken",7,2
"was that",8,2
"was the",60,2
"was their",2,2
"was there",3,2
"was third",2,2
"was time",2,2
"was to",8,2
"was told",3,2
"was too",4,2
"was trained",2,2
"was treated",3,2
"was trying",4,2
"was unaware",2,2
"was unbelievable",2,2
"was used",2,2
"was very",9,2
"was when",3,2
"was worth",2,2
"was years",7,2
"washington —",2,2
"washington ap",2,2
"washington county",2,2
"washington dc",2,2
"washington the",2,2
"washington university",3,2
"wasn’t a",2,2
"wasnt a",4,2
"wasnt in",2,2
"wasnt just",3,2
"wasnt the",5,2
"watch his",2,2
"watch the",6,2
"watched and",2,2
"watching and",2,2
"watching this",2,2
"water and",8,2
"water on",2,2
"water polo",2,2
"water to",6,2
"water until",2,2
"waters for",2,2
"wave of",2,2
"waves and",2,2
"wax nostalgic",2,2
"wax paper",2,2
"way and",3,2
"way but",3,2
"way for",5,2
"way from",3,2
"way he",5,2
"way hes",2,2
"way i",2,2
"way in",2,2
"way into",2,2
"way it",4,2
"way of",6,2
"way out",6,2
"way she",2,2
"way that",4,2
"way the",6,2
"way they",3,2
"way to",32,2
"way up",2,2
"way we",4,2
"way you",2,2
"wayne county",2,2
"ways a",2,2
"ways that",2,2
"ways to",11,2
"we all",8,2
"we already",2,2
"we also",3,2
"we are",24,2
"we as",3,2
"we believe",3,2
"we can",31,2
"we cannot",3,2
"we could",6,2
"we did",4,2
"we didnt",4,2
"we do",10,2
"we don’t",2,2
"we dont",13,2
"we feel",2,2
"we fell",2,2
"we found",3,2
"we gave",2,2
"we get",7,2
"we go",2,2
"we going",2,2
"we got",4,2
"we had",11,2
"we have",58,2
"we havent",3,2
"we hope",2,2
"we just",6,2
"we knew",2,2
"we know",6,2
"we made",2,2
"we make",4,2
"we may",2,2
"we move",2,2
"we must",4,2
"we need",18,2
"we only",2,2
"we played",4,2
"we really",6,2
"we recognize",2,2
"we saw",2,2
"we should",7,2
"we stayed",2,2
"we surprised",2,2
"we the",2,2
"we think",6,2
"we thought",4,2
"we told",2,2
"we took",2,2
"we trust",2,2
"we understand",2,2
"we use",2,2
"we used",2,2
"we want",16,2
"we wanted",2,2
"we went",5,2
"we were",17,2
"we will",5,2
"we would",3,2
"we’ll see",2,2
"we’re going",6,2
"we’re just",2,2
"we’ve seen",2,2
"weaker than",2,2
"weapons but",2,2
"wearing a",8,2
"wearing the",2,2
"weather and",2,2
"weather in",2,2
"weather service",2,2
"web of",3,2
"website for",4,2
"website that",3,2
"webster groves",5,2
"wednesday as",2,2
"wednesday at",5,2
"wednesday morning",3,2
"wednesday night",4,2
"wednesday that",7,2
"wednesday through",2,2
"wednesday to",3,2
"week after",2,2
"week and",7,2
"week at",3,2
"week before",3,2
"week for",3,2
"week he",2,2
"week in",5,2
"week nearly",2,2
"week on",2,2
"week or",2,2
"week said",2,2
"week that",4,2
"week the",5,2
"week to",7,2
"week when",2,2
"week with",2,2
"weekend and",4,2
"weekend as",2,2
"weekly pm",2,2
"weeks after",4,2
"weeks ago",6,2
"weeks and",3,2
"weeks before",5,2
"weeks earlier",2,2
"weeks in",2,2
"weeks or",2,2
"weeks to",2,2
"weighed in",2,2
"weight is",2,2
"welfare of",2,2
"welfare workers",2,2
"well add",2,2
"well and",5,2
"well are",2,2
"well as",25,2
"well be",2,2
"well but",2,2
"well do",2,2
"well get",2,2
"well go",2,2
"well have",3,2
"well i",3,2
"well or",2,2
"well over",3,2
"well preserved",2,2
"well said",2,2
"well that",2,2
"well the",2,2
"well with",4,2
"well worth",3,2
"went down",2,2
"went for",4,2
"went into",4,2
"went on",9,2
"went out",2,2
"went through",2,2
"went to",11,2
"went up",2,2
"were a",9,2
"were able",3,2
"were all",8,2
"were also",5,2
"were among",3,2
"were an",2,2
"were and",2,2
"were arrested",4,2
"were as",2,2
"were available",2,2
"were being",3,2
"were charged",2,2
"were concerned",2,2
"were doing",3,2
"were down",2,2
"were expected",3,2
"were filed",2,2
"were for",2,2
"were going",10,2
"were having",2,2
"were in",14,2
"were injured",2,2
"were intended",2,2
"were issued",2,2
"were just",4,2
"were killed",6,2
"were led",2,2
"were less",2,2
"were looking",3,2
"were making",2,2
"were moving",2,2
"were no",3,2
"were not",8,2
"were on",3,2
"were once",2,2
"were only",4,2
"were part",2,2
"were quick",2,2
"were released",2,2
"were responsible",2,2
"were so",2,2
"were still",7,2
"were stolen",3,2
"were sued",2,2
"were supposed",5,2
"were taken",5,2
"were that",2,2
"were the",7,2
"were to",4,2
"were together",2,2
"were told",6,2
"were trying",3,2
"were used",4,2
"were very",2,2
"were winning",2,2
"west and",2,2
"west coast",5,2
"west deptford",2,2
"west side",2,2
"west th",3,2
"west valley",4,2
"western conference",2,2
"western reserve",3,2
"wet field",2,2
"weve been",5,2
"weve got",9,2
"weve had",3,2
"weve learned",2,2
"weve seen",2,2
"weve still",2,2
"what a",4,2
"what anyone",2,2
"what appeared",2,2
"what are",5,2
"what can",2,2
"what canada",2,2
"what could",6,2
"what do",3,2
"what does",5,2
"what else",2,2
"what goes",2,2
"what had",2,2
"what happened",2,2
"what happens",5,2
"what he",13,2
"what hes",2,2
"what his",2,2
"what i",12,2
"what if",2,2
"what im",4,2
"what is",14,2
"what it",10,2
"what ive",2,2
"what kind",4,2
"what kinds",2,2
"what might",2,2
"what really",3,2
"what she",4,2
"what should",2,2
"what that",4,2
"what the",12,2
"what they",15,2
"what to",5,2
"what was",14,2
"what we",17,2
"what were",5,2
"what will",3,2
"what would",2,2
"what you",14,2
"what youre",3,2
"whatever i",2,2
"whats fresh",2,2
"whats going",2,2
"whats happened",2,2
"whats the",2,2
"whedon has",2,2
"when a",13,2
"when are",2,2
"when asked",9,2
"when federal",2,2
"when given",2,2
"when he",48,2
"when her",5,2
"when hes",2,2
"when his",7,2
"when hot",3,2
"when i",17,2
"when it",8,2
"when its",2,2
"when people",2,2
"when she",13,2
"when someone",2,2
"when the",56,2
"when their",3,2
"when they",27,2
"when we",9,2
"when you",23,2
"when youre",4,2
"where a",2,2
"where do",2,2
"where five",2,2
"where he",17,2
"where i",3,2
"where it",8,2
"where one",2,2
"where people",2,2
"where she",3,2
"where the",28,2
"where there",2,2
"where they",11,2
"where to",2,2
"where you",2,2
"whether a",2,2
"whether he",9,2
"whether it",4,2
"whether she",2,2
"whether the",5,2
"whether they",2,2
"whether to",4,2
"whether we",3,2
"which a",2,2
"which also",5,2
"which are",8,2
"which began",2,2
"which begins",2,2
"which concludes",2,2
"which contains",2,2
"which could",2,2
"which creates",2,2
"which happened",4,2
"which has",13,2
"which have",2,2
"which he",11,2
"which i",3,2
"which include",3,2
"which includes",6,2
"which is",32,2
"which led",2,2
"which like",2,2
"which makes",2,2
"which means",2,2
"which might",2,2
"which only",2,2
"which opened",4,2
"which she",4,2
"which the",9,2
"which there",3,2
"which they",3,2
"which to",3,2
"which took",3,2
"which was",10,2
"which we",2,2
"which were",3,2
"which will",5,2
"which would",11,2
"while a",3,2
"while and",2,2
"while at",2,2
"while attempting",2,2
"while he",8,2
"while i",3,2
"while it",3,2
"while many",3,2
"while most",2,2
"while on",3,2
"while others",4,2
"while richard",2,2
"while she",3,2
"while talking",2,2
"while the",23,2
"while there",2,2
"while to",2,2
"while working",3,2
"while you",3,2
"while youre",3,2
"whipped cream",4,2
"white house",10,2
"white supremacist",2,2
"who accompanied",2,2
"who after",2,2
"who also",11,2
"who are",20,2
"who asked",2,2
"who backs",2,2
"who believe",3,2
"who calls",4,2
"who can",9,2
"who closed",2,2
"who could",2,2
"who did",2,2
"who died",4,2
"who dont",3,2
"who for",3,2
"who grew",2,2
"who had",15,2
"who has",34,2
"who have",22,2
"who he",2,2
"who heads",5,2
"who helped",3,2
"who hit",2,2
"who i",2,2
"who is",31,2
"who know",3,2
"who knows",2,2
"who led",3,2
"who like",2,2
"who live",3,2
"who lives",7,2
"who lost",3,2
"who made",3,2
"who make",2,2
"who makes",2,2
"who might",3,2
"who never",2,2
"who now",2,2
"who once",3,2
"who paid",2,2
"who played",4,2
"who ran",4,2
"who represents",2,2
"who runs",2,2
"who said",6,2
"who say",2,2
"who served",5,2
"who spent",5,2
"who spoke",2,2
"who starred",2,2
"who started",2,2
"who still",2,2
"who studies",2,2
"who the",2,2
"who they",3,2
"who took",2,2
"who turned",2,2
"who voted",2,2
"who wants",3,2
"who was",31,2
"who went",2,2
"who were",13,2
"who wields",2,2
"who will",13,2
"who won",3,2
"who worked",5,2
"who would",4,2
"whole family",2,2
"whole foods",2,2
"whole story",3,2
"whole thing",2,2
"whom are",3,2
"whom she",2,2
"whom the",3,2
"whom they",2,2
"whos in",2,2
"whose names",2,2
"why do",4,2
"why he",7,2
"why i",4,2
"why its",2,2
"why she",2,2
"why the",3,2
"why they",3,2
"why we",2,2
"why with",2,2
"why you",2,2
"wide range",3,2
"wide receiver",3,2
"wife and",6,2
"wife ann",2,2
"wife of",2,2
"wife to",2,2
"wife with",2,2
"wild card",2,2
"wildlife and",2,2
"wildlife refuge",2,2
"will also",3,2
"will and",2,2
"will attend",2,2
"will be",149,2
"will begin",3,2
"will benefit",2,2
"will boost",2,2
"will bring",3,2
"will close",2,2
"will come",7,2
"will consider",3,2
"will continue",6,2
"will cost",2,2
"will depend",2,2
"will discover",2,2
"will discuss",2,2
"will do",3,2
"will ever",3,2
"will expedite",2,2
"will face",5,2
"will find",4,2
"will force",2,2
"will forever",2,2
"will get",8,2
"will go",5,2
"will happen",3,2
"will have",7,2
"will he",2,2
"will help",9,2
"will hold",2,2
"will host",3,2
"will if",2,2
"will include",5,2
"will increase",3,2
"will it",2,2
"will keep",4,2
"will last",2,2
"will lead",3,2
"will likely",5,2
"will look",2,2
"will make",8,2
"will meet",4,2
"will miss",2,2
"will move",2,2
"will need",6,2
"will never",3,2
"will not",9,2
"will now",2,2
"will of",2,2
"will offer",2,2
"will only",4,2
"will open",3,2
"will pay",5,2
"will perform",2,2
"will pick",2,2
"will play",4,2
"will present",2,2
"will provide",5,2
"will receive",6,2
"will remain",2,2
"will replace",2,2
"will result",2,2
"will return",4,2
"will rise",2,2
"will run",2,2
"will say",2,2
"will send",3,2
"will serve",5,2
"will show",4,2
"will soon",2,2
"will spend",3,2
"will stay",2,2
"will take",5,2
"will the",2,2
"will this",2,2
"will to",2,2
"will try",3,2
"will win",2,2
"williams had",2,2
"williams said",2,2
"williams was",2,2
"willing to",17,2
"willingness to",2,2
"wilson co",4,2
"wilson family",2,2
"win a",3,2
"win against",2,2
"win and",6,2
"win for",2,2
"win over",6,2
"win the",7,2
"win this",2,2
"win with",3,2
"window of",2,2
"winds of",2,2
"wine and",4,2
"wine bar",2,2
"wine in",2,2
"wine list",2,2
"winners will",2,2
"winning his",2,2
"winning streak",2,2
"wins and",4,2
"wins to",2,2
"winter has",2,2
"wiped out",2,2
"with a",194,2
"with about",6,2
"with adding",2,2
"with all",11,2
"with an",23,2
"with and",3,2
"with another",5,2
"with any",5,2
"with being",2,2
"with cash",2,2
"with children",2,2
"with criminal",2,2
"with each",5,2
"with every",4,2
"with everybody",2,2
"with federal",3,2
"with food",4,2
"with four",4,2
"with good",2,2
"with great",2,2
"with harry",2,2
"with help",2,2
"with her",16,2
"with him",13,2
"with his",38,2
"with in",2,2
"with information",2,2
"with it",6,2
"with its",10,2
"with just",4,2
"with korean",2,2
"with large",2,2
"with larger",2,2
"with left",4,2
"with limited",3,2
"with little",3,2
"with local",3,2
"with long",2,2
"with low",2,2
"with me",2,2
"with million",5,2
"with money",3,2
"with more",9,2
"with most",2,2
"with mr",2,2
"with murder",2,2
"with my",9,2
"with new",6,2
"with nine",2,2
"with no",11,2
"with one",7,2
"with only",6,2
"with other",3,2
"with others",2,2
"with our",6,2
"with people",5,2
"with percent",2,2
"with phoenix",2,2
"with points",4,2
"with public",2,2
"with republicans",2,2
"with respect",2,2
"with romney",2,2
"with salt",6,2
"with seconds",2,2
"with seven",2,2
"with several",3,2
"with shrimp",2,2
"with similar",2,2
"with six",2,2
"with so",4,2
"with some",5,2
"with state",3,2
"with such",4,2
"with summer",2,2
"with suspicion",2,2
"with that",10,2
"with the",201,2
"with their",17,2
"with them",7,2
"with these",2,2
"with this",7,2
"with three",7,2
"with turkey",2,2
"with two",10,2
"with us",2,2
"with voters",3,2
"with what",2,2
"with which",3,2
"with white",2,2
"with whom",3,2
"with yards",2,2
"with you",8,2
"with your",8,2
"within a",10,2
"within minutes",5,2
"within the",10,2
"within their",2,2
"within years",2,2
"without a",6,2
"without going",2,2
"without having",2,2
"without the",5,2
"witness as",2,2
"witnesses said",2,2
"witnesses to",3,2
"woman at",2,2
"woman in",5,2
"woman inside",2,2
"woman was",3,2
"woman who",2,2
"women and",3,2
"women in",3,2
"women of",2,2
"women were",2,2
"women who",3,2
"women with",2,2
"won a",3,2
"won all",2,2
"won and",2,2
"won four",2,2
"won her",2,2
"won his",2,2
"won seven",2,2
"won the",14,2
"wonder if",3,2
"wonder what",2,2
"wonderful person",2,2
"wont be",7,2
"wont give",2,2
"wood and",2,2
"wooden spoon",3,2
"woodward detroit",2,2
"word expansion",2,2
"words of",2,2
"work and",6,2
"work as",3,2
"work at",4,2
"work each",2,2
"work ethic",3,2
"work for",10,2
"work force",2,2
"work hard",2,2
"work he",2,2
"work in",5,2
"work is",2,2
"work of",6,2
"work on",5,2
"work out",2,2
"work session",2,2
"work so",2,2
"work that",2,2
"work to",2,2
"work together",2,2
"work we",2,2
"work with",15,2
"worked as",3,2
"worked for",3,2
"worked hard",2,2
"worked in",5,2
"worked on",4,2
"worked out",5,2
"worked with",4,2
"workers and",3,2
"workers from",2,2
"workers in",3,2
"working arm",2,2
"working as",2,2
"working at",3,2
"working in",3,2
"working on",11,2
"working out",4,2
"working through",2,2
"working with",6,2
"workplace safety",2,2
"works as",2,2
"works by",2,2
"works out",3,2
"works to",2,2
"works with",2,2
"workshop for",2,2
"world and",6,2
"world champions",2,2
"world cup",2,2
"world has",2,2
"world in",2,2
"world is",2,2
"world record",3,2
"world series",10,2
"world this",2,2
"world to",3,2
"world trade",3,2
"world war",2,2
"worlds largest",2,2
"worlds nations",2,2
"worried about",3,2
"worried that",2,2
"worry about",2,2
"worth a",2,2
"worth it",4,2
"worth of",5,2
"worth the",5,2
"worthy of",2,2
"would allow",5,2
"would also",4,2
"would be",75,2
"would cost",2,2
"would do",5,2
"would encourage",3,2
"would feel",2,2
"would get",2,2
"would give",6,2
"would go",3,2
"would have",53,2
"would he",2,2
"would help",2,2
"would i",2,2
"would indeed",2,2
"would like",3,2
"would look",2,2
"would love",3,2
"would make",4,2
"would mean",2,2
"would never",8,2
"would not",13,2
"would only",2,2
"would own",2,2
"would pay",8,2
"would prefer",2,2
"would probably",3,2
"would provide",2,2
"would put",3,2
"would receive",3,2
"would require",5,2
"would result",2,2
"would return",2,2
"would serve",2,2
"would take",3,2
"would the",2,2
"would try",2,2
"would use",2,2
"would want",4,2
"would you",2,2
"wouldnt be",5,2
"wouldnt have",3,2
"wound the",2,2
"wound up",5,2
"wounded in",2,2
"wrap and",3,2
"write a",3,2
"write and",2,2
"writer from",2,2
"writing a",2,2
"writing that",2,2
"written by",4,2
"wrong with",2,2
"wrote about",3,2
"wrote in",3,2
"wrote on",2,2
"wrote that",3,2
"wrote the",3,2
"wrote to",2,2
"yard dumpster",3,2
"yard has",2,2
"yard in",2,2
"yards and",7,2
"yards in",3,2
"yards on",4,2
"year a",5,2
"year according",2,2
"year ago",6,2
"year and",20,2
"year around",2,2
"year as",4,2
"year at",5,2
"year before",2,2
"year but",6,2
"year by",2,2
"year career",2,2
"year earlier",4,2
"year for",11,2
"year from",2,2
"year has",2,2
"year he",10,2
"year if",2,2
"year in",5,2
"year is",2,2
"year it",3,2
"year of",3,2
"year old",2,2
"year on",3,2
"year said",3,2
"year than",2,2
"year that",5,2
"year the",14,2
"year they",4,2
"year to",7,2
"year was",3,2
"year when",3,2
"year which",3,2
"year will",2,2
"year with",4,2
"yearold daughter",3,2
"yearold farm",2,2
"yearold former",2,2
"yearold from",2,2
"yearold girl",2,2
"yearold has",2,2
"yearold man",4,2
"yearold maria",2,2
"yearold son",2,2
"yearold victim",2,2
"yearold woman",3,2
"years after",6,2
"years ago",46,2
"years and",10,2
"years are",2,2
"years as",8,2
"years at",6,2
"years before",2,2
"years end",2,2
"years eve",2,2
"years he",9,2
"years he’s",2,2
"years i",2,2
"years in",10,2
"years is",2,2
"years it",2,2
"years later",4,2
"years many",2,2
"years of",15,2
"years old",9,2
"years on",2,2
"years or",3,2
"years she",2,2
"years so",2,2
"years that",2,2
"years the",6,2
"years to",15,2
"years until",2,2
"years was",2,2
"years we",2,2
"years with",3,2
"years” said",2,2
"yelling at",2,2
"yes in",2,2
"yet another",2,2
"yet he",3,2
"yet in",2,2
"yet that",2,2
"yet the",6,2
"yet this",2,2
"yet to",4,2
"yields a",2,2
"york and",4,2
"york city",8,2
"york citys",2,2
"york giants",2,2
"york is",2,2
"york state",3,2
"york yankees",2,2
"you and",5,2
"you are",9,2
"you arrive",2,2
"you back",2,2
"you better",2,2
"you can",33,2
"you cant",8,2
"you come",3,2
"you could",11,2
"you did",4,2
"you didnt",3,2
"you do",8,2
"you don’t",4,2
"you dont",15,2
"you feel",4,2
"you find",2,2
"you for",2,2
"you get",16,2
"you go",2,2
"you guys",3,2
"you had",2,2
"you have",22,2
"you how",2,2
"you in",4,2
"you into",2,2
"you just",3,2
"you know",20,2
"you like",4,2
"you look",3,2
"you lose",2,2
"you made",2,2
"you may",5,2
"you might",4,2
"you need",9,2
"you never",3,2
"you off",2,2
"you own",2,2
"you really",2,2
"you saw",2,2
"you say",3,2
"you see",4,2
"you sell",2,2
"you should",5,2
"you so",3,2
"you spend",2,2
"you still",2,2
"you tend",2,2
"you that",2,2
"you the",2,2
"you think",13,2
"you this",2,2
"you to",10,2
"you try",2,2
"you use",4,2
"you want",20,2
"you were",4,2
"you will",7,2
"you win",2,2
"you with",2,2
"you wont",2,2
"you would",4,2
"you wouldnt",2,2
"youll be",3,2
"youll still",2,2
"young and",3,2
"young authors",2,2
"young boy",2,2
"young children",3,2
"young man",2,2
"young men",5,2
"young people",2,2
"young sons",2,2
"young woman",2,2
"young women",2,2
"younger brother",3,2
"younger sister",2,2
"younger than",2,2
"your book",2,2
"your car",2,2
"your cellphone",2,2
"your child",4,2
"your comments",2,2
"your dog",2,2
"your face",2,2
"your family",2,2
"your favorite",2,2
"your hands",2,2
"your head",2,2
"your heart",2,2
"your inner",2,2
"your life",5,2
"your own",5,2
"your small",2,2
"your way",2,2
"youre a",2,2
"youre doing",2,2
"youre going",4,2
"youre in",2,2
"youre not",3,2
"youth and",3,2
"youth soccer",2,2
"youtube video",2,2
"youve got",9,2
"zombies are",2,2
"zooey deschanel",2,2
"zumwalt west",2,2
"“ happy",2,2
"“ i",6,2
"“ if",2,2
"“ im",2,2
"“ the",2,2
"a and",2,2
"a b",2,2
"a baby",2,2
"a bad",9,2
"a bar",3,2
"a beautiful",10,2
"a better",11,2
"a big",15,2
"a bigger",2,2
"a bird",2,2
"a bit",8,2
"a blast",2,2
"a blog",2,2
"a book",2,2
"a boss",2,2
"a box",2,2
"a break",2,2
"a bridge",3,2
"a bunch",3,2
"a business",2,2
"a busy",2,2
"a calendar",2,2
"a certain",3,2
"a chance",3,2
"a class",3,2
"a cold",2,2
"a college",2,2
"a couple",8,2
"a cover",3,2
"a cr",2,2
"a cupcake",2,2
"a day",8,2
"a dead",3,2
"a deal",3,2
"a deep",2,2
"a difference",2,2
